node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -3.0000 0.3811 0.2659 -3.0827 0.1451 0.4720 0.0000 0.0000 205.0000 0.1563 1.0000 
1 2 0 0.3811 0.2659 -3.0827 0.8233 0.5980 -3.1873 0.1451 0.5628 0.0000 0.0000 205.0000 0.3433 1.0000 
2 3 0 0.8233 0.5980 -3.1873 1.2384 0.8465 -3.3091 0.1451 0.4989 0.0000 0.0000 205.0000 0.5095 1.0000 
3 4 0 1.2384 0.8465 -3.3091 1.6264 1.0889 -3.4287 0.1451 0.4729 0.0000 0.0000 205.0000 0.6674 1.0000 
4 5 0 1.6264 1.0889 -3.4287 1.9974 1.3251 -3.5382 0.1451 0.4532 0.0000 0.0000 205.0000 0.8193 1.0000 
5 6 0 1.9974 1.3251 -3.5382 2.8077 1.8256 -3.8359 0.1451 0.9978 0.0000 0.0000 205.0000 1.1556 1.0000 
6 7 0 2.8077 1.8256 -3.8359 2.8982 1.8806 -3.8706 0.1451 0.1114 0.0000 0.0000 205.0000 1.1932 1.0000 
7 8 0 2.8982 1.8806 -3.8706 3.3066 2.1301 -4.0203 0.1451 0.5014 0.0000 0.0000 205.0000 1.3627 1.0000 
8 9 0 3.3066 2.1301 -4.0203 3.7074 2.3762 -4.1608 0.1451 0.4909 0.0000 0.0000 205.0000 1.5291 1.0000 
9 10 0 3.7074 2.3762 -4.1608 4.1217 2.6480 -4.3446 0.1451 0.5285 0.0000 0.0000 205.0000 1.7088 1.0000 
10 11 0 4.1217 2.6480 -4.3446 4.4895 2.8736 -4.5354 0.1451 0.4718 0.0000 0.0000 205.0000 1.8696 1.0000 
11 12 0 4.4895 2.8736 -4.5354 5.2540 3.3540 -4.9636 0.1451 0.9993 0.0000 0.0000 205.0000 2.2122 1.0000 
12 13 0 5.2540 3.3540 -4.9636 5.6390 3.6485 -5.1960 0.1451 0.5376 0.0000 0.0000 205.0000 2.3971 1.0000 
13 14 0 5.6390 3.6485 -5.1960 6.0441 3.9273 -5.4275 0.1451 0.5435 0.0000 0.0000 205.0000 2.5847 1.0000 
14 15 0 6.0441 3.9273 -5.4275 6.4098 4.1819 -5.6366 0.1451 0.4922 0.0000 0.0000 205.0000 2.7550 1.0000 
15 16 0 6.4098 4.1819 -5.6366 6.6914 4.4363 -5.9061 0.1451 0.4655 0.0000 0.0000 205.0000 2.9166 1.0000 
16 17 0 6.6914 4.4363 -5.9061 7.3137 4.9456 -6.4987 0.1451 0.9989 0.0000 0.0000 205.0000 3.2660 1.0000 
17 18 0 7.3137 4.9456 -6.4987 7.5541 5.1274 -6.7334 0.1451 0.3820 0.0000 0.0000 205.0000 3.3997 1.0000 
18 19 0 7.5541 5.1274 -6.7334 7.9053 5.4048 -7.0750 0.1451 0.5631 0.0000 0.0000 205.0000 3.5974 1.0000 
19 20 0 7.9053 5.4048 -7.0750 8.2570 5.6217 -7.3690 0.1451 0.5071 0.0000 0.0000 205.0000 3.7759 1.0000 
20 21 0 8.2570 5.6217 -7.3690 8.5901 5.8167 -7.6355 0.1451 0.4691 0.0000 0.0000 205.0000 3.9416 1.0000 
21 22 0 8.5901 5.8167 -7.6355 9.2197 6.2521 -8.2724 0.1451 0.9958 0.0000 0.0000 205.0000 4.2966 1.0000 
22 23 0 9.2197 6.2521 -8.2724 9.2379 6.2641 -8.2903 0.1451 0.0281 0.0000 0.0000 205.0000 4.3066 1.0000 
23 24 0 9.2379 6.2641 -8.2903 9.6538 6.5449 -8.6971 0.1451 0.6461 0.0000 0.0000 205.0000 4.5370 1.0000 
24 25 0 9.6538 6.5449 -8.6971 9.9984 6.7757 -9.0347 0.1451 0.5348 0.0000 0.0000 205.0000 4.7283 1.0000 
25 26 0 9.9984 6.7757 -9.0347 10.3558 7.0053 -9.3966 0.1451 0.5580 0.0000 0.0000 205.0000 4.9287 1.0000 
26 27 0 10.3558 7.0053 -9.3966 10.9947 7.3836 -10.0650 0.1451 0.9990 0.0000 0.0000 205.0000 5.2895 1.0000 
27 28 0 10.9947 7.3836 -10.0650 11.0069 7.3908 -10.0779 0.1451 0.0192 0.0000 0.0000 205.0000 5.2964 1.0000 
28 29 0 11.0069 7.3908 -10.0779 11.3551 7.5675 -10.4541 0.1451 0.5422 0.0000 0.0000 205.0000 5.4930 1.0000 
29 30 0 11.3551 7.5675 -10.4541 11.7294 7.7170 -10.8161 0.1451 0.5418 0.0000 0.0000 205.0000 5.6901 1.0000 
30 31 0 11.7294 7.7170 -10.8161 12.0980 7.8802 -11.2468 0.1451 0.5899 0.0000 0.0000 205.0000 5.9054 1.0000 
31 32 0 12.0980 7.8802 -11.2468 12.2590 7.9582 -11.4336 0.1451 0.2586 0.0000 0.0000 205.0000 6.0000 1.0000 
1 33 6 0.3811 0.2659 -3.0827 0.2664 0.3675 -3.1028 0.0582 0.1545 238.0000 23.8000 0.0000 6.0000 2.0000 
2 34 7 0.8233 0.5980 -3.1873 0.8225 0.5989 -3.1880 0.0509 0.0014 238.0000 23.8000 0.0000 6.0000 2.0000 
